Season,home_team,away_team,home_goals,away_goals,result
1997-98,Coventry,Liverpool,1,1,D
1997-98,Aston Villa,Bolton,1,3,A
1997-98,Barnsley,Arsenal,0,2,A
1997-98,Blackburn,Wimbledon,0,0,D
1997-98,Chelsea,Liverpool,4,1,H
1997-98,Everton,Sheffield Weds,1,3,A
1997-98,Leeds,Coventry,3,3,D
1997-98,Tottenham,Newcastle,2,0,H
1997-98,West Ham,Southampton,2,4,A
1997-98,Derby,Leicester,0,4,A
1997-98,Crystal Palace,Man United,0,3,A
1997-98,Arsenal,Derby,1,0,H
1997-98,Chelsea,Blackburn,0,1,A
1997-98,Coventry,Wimbledon,0,0,D
1997-98,Leicester,Newcastle,0,0,D
1997-98,Bolton,Crystal Palace,5,2,H
1997-98,Coventry,Blackburn,2,0,H
1997-98,Leicester,Barnsley,1,0,H
1997-98,Liverpool,West Ham,5,0,H
1997-98,Newcastle,Chelsea,3,1,H
1997-98,Sheffield Weds,Aston Villa,1,3,A
1997-98,Southampton,Derby,0,2,A
1997-98,Wimbledon,Tottenham,2,6,A
1997-98,Arsenal,Everton,4,0,H
1997-98,Man United,Leeds,3,0,H
1997-98,Crystal Palace,West Ham,3,3,D
1997-98,Liverpool,Arsenal,4,0,H
1997-98,Aston Villa,Arsenal,1,0,H
1997-98,Barnsley,Man United,0,2,A
1997-98,Blackburn,Newcastle,1,0,H
1997-98,Chelsea,Bolton,2,0,H
1997-98,Crystal Palace,Sheffield Weds,1,0,H
1997-98,Derby,Liverpool,1,0,H
1997-98,Everton,Coventry,1,1,D
1997-98,Leeds,Wimbledon,1,1,D
1997-98,Tottenham,Southampton,1,1,D
1997-98,West Ham,Leicester,4,3,H
1998-99,Blackburn,Derby,0,0,D
1998-99,Coventry,Chelsea,2,1,H
1998-99,Everton,Aston Villa,0,0,D
1998-99,Man United,Leicester,2,2,D
1998-99,Middlesbrough,Leeds,0,0,D
1998-99,Newcastle,Charlton,0,0,D
1998-99,Sheffield Weds,West Ham,0,1,A
1998-99,Wimbledon,Tottenham,3,1,H
1998-99,Southampton,Liverpool,1,2,A
1998-99,Arsenal,Nott'm Forest,2,1,H
1998-99,Charlton,Southampton,5,0,H
1998-99,Chelsea,Newcastle,1,1,D
1998-99,Derby,Wimbledon,0,0,D
1998-99,Leicester,Everton,2,0,H
1998-99,Liverpool,Arsenal,0,0,D
1998-99,Nott'm Forest,Coventry,1,0,H
1998-99,Tottenham,Sheffield Weds,0,3,A
1998-99,West Ham,Man United,0,0,D
1998-99,Aston Villa,Middlesbrough,3,1,H
1998-99,Leeds,Blackburn,1,0,H
1998-99,Arsenal,Charlton,0,0,D
1998-99,Blackburn,Leicester,1,0,H
1998-99,Coventry,West Ham,0,0,D
1998-99,Everton,Tottenham,0,1,A
1998-99,Middlesbrough,Derby,1,1,D
1998-99,Sheffield Weds,Aston Villa,0,1,A
1998-99,Southampton,Nott'm Forest,1,2,A
1998-99,Wimbledon,Leeds,1,1,D
1998-99,Newcastle,Liverpool,1,4,A
1998-99,Leeds,Southampton,3,0,H
1998-99,Nott'm Forest,Everton,0,2,A
1998-99,Aston Villa,Newcastle,1,0,H
1998-99,Chelsea,Arsenal,0,0,D
1998-99,Derby,Sheffield Weds,1,0,H
1998-99,Leicester,Middlesbrough,0,1,A
1998-99,Liverpool,Coventry,2,0,H
1998-99,Man United,Charlton,4,1,H
1998-99,Tottenham,Blackburn,2,1,H
1998-99,West Ham,Wimbledon,3,4,A
1998-99,Aston Villa,Wimbledon,2,0,H
1998-99,Charlton,Derby,1,2,A
1998-99,Chelsea,Nott'm Forest,2,1,H
1998-99,Everton,Leeds,0,0,D
1998-99,Leicester,Arsenal,1,1,D
1998-99,Man United,Coventry,2,0,H
1998-99,Newcastle,Southampton,4,0,H
1998-99,Sheffield Weds,Blackburn,3,0,H
1998-99,West Ham,Liverpool,2,1,H
1998-99,Tottenham,Middlesbrough,0,3,A
1998-99,Coventry,Newcastle,1,5,A
1998-99,Derby,Leicester,2,0,H
1998-99,Leeds,Aston Villa,0,0,D
1998-99,Liverpool,Charlton,3,3,D
1998-99,Middlesbrough,Everton,2,2,D
1998-99,Nott'm Forest,West Ham,0,0,D
1998-99,Southampton,Tottenham,1,1,D
1998-99,Wimbledon,Sheffield Weds,2,1,H
1998-99,Arsenal,Man United,3,0,H
1998-99,Blackburn,Chelsea,3,4,A
1998-99,Man United,Liverpool,2,0,H
1998-99,Aston Villa,Derby,1,0,H
1998-99,Charlton,Coventry,1,1,D
1998-99,Chelsea,Middlesbrough,2,0,H
1998-99,Everton,Blackburn,0,0,D
1998-99,Newcastle,Nott'm Forest,2,0,H
1998-99,Sheffield Weds,Arsenal,1,0,H
1998-99,Tottenham,Leeds,3,3,D
1998-99,Leicester,Wimbledon,1,1,D
1998-99,West Ham,Southampton,1,0,H
1998-99,Blackburn,West Ham,3,0,H
1998-99,Coventry,Aston Villa,1,2,A
1998-99,Derby,Tottenham,0,1,A
1998-99,Leeds,Leicester,0,1,A
1998-99,Middlesbrough,Sheffield Weds,4,0,H
1998-99,Nott'm Forest,Charlton,0,1,A
1998-99,Southampton,Man United,0,3,A
1998-99,Wimbledon,Everton,1,2,A
1998-99,Arsenal,Newcastle,3,0,H
1998-99,Liverpool,Chelsea,1,1,D
1998-99,Arsenal,Southampton,1,1,D
1998-99,Chelsea,Charlton,2,1,H
1998-99,Everton,Liverpool,0,0,D
1998-99,Man United,Wimbledon,5,1,H
1998-99,Middlesbrough,Blackburn,2,1,H
1998-99,Newcastle,Derby,2,1,H
1998-99,Nott'm Forest,Leeds,1,1,D
1998-99,West Ham,Aston Villa,0,0,D
1998-99,Coventry,Sheffield Weds,1,0,H
1998-99,Leicester,Tottenham,2,1,H
1998-99,Aston Villa,Leicester,1,1,D
1998-99,Charlton,West Ham,4,2,H
1998-99,Derby,Man United,1,1,D
1998-99,Liverpool,Nott'm Forest,5,1,H
1998-99,Sheffield Weds,Everton,0,0,D
1998-99,Southampton,Coventry,2,1,H
1998-99,Tottenham,Newcastle,2,0,H
1998-99,Wimbledon,Middlesbrough,2,2,D
1998-99,Blackburn,Arsenal,1,2,A
1998-99,Leeds,Chelsea,0,0,D
1998-99,Coventry,Arsenal,0,1,A
1998-99,Derby,Leeds,2,2,D
1998-99,Everton,Man United,1,4,A
1998-99,Leicester,Liverpool,1,0,H
1998-99,Newcastle,West Ham,0,3,A
1998-99,Sheffield Weds,Southampton,0,0,D
1998-99,Wimbledon,Blackburn,1,1,D
1998-99,Middlesbrough,Nott'm Forest,1,1,D
1998-99,Tottenham,Charlton,2,2,D
1998-99,Aston Villa,Tottenham,3,2,H
1998-99,Blackburn,Coventry,1,2,A
1998-99,Charlton,Leicester,0,0,D
1998-99,Liverpool,Derby,1,2,A
1998-99,Nott'm Forest,Wimbledon,0,1,A
1998-99,Southampton,Middlesbrough,3,3,D
1998-99,Arsenal,Everton,1,0,H
1998-99,Leeds,Sheffield Weds,2,1,H
1998-99,Man United,Newcastle,0,0,D
1998-99,West Ham,Chelsea,1,1,D
1998-99,Arsenal,Tottenham,0,0,D
1998-99,Charlton,Middlesbrough,1,1,D
1998-99,Chelsea,Wimbledon,3,0,H
1998-99,Liverpool,Leeds,1,3,A
1998-99,Man United,Blackburn,3,2,H
1998-99,Newcastle,Sheffield Weds,1,1,D
1998-99,Southampton,Aston Villa,1,4,A
1998-99,West Ham,Leicester,3,2,H
1998-99,Coventry,Everton,3,0,H
1998-99,Nott'm Forest,Derby,2,2,D
1998-99,Aston Villa,Liverpool,2,4,A
1998-99,Blackburn,Southampton,0,2,A
1998-99,Leeds,Charlton,4,1,H
1998-99,Leicester,Chelsea,2,4,A
1998-99,Middlesbrough,Coventry,2,0,H
1998-99,Sheffield Weds,Man United,3,1,H
1998-99,Tottenham,Nott'm Forest,2,0,H
1998-99,Wimbledon,Arsenal,1,0,H
1998-99,Derby,West Ham,0,2,A
1998-99,Everton,Newcastle,1,0,H
1998-99,Charlton,Everton,1,2,A
1998-99,Chelsea,Sheffield Weds,1,1,D
1998-99,Coventry,Leicester,1,1,D
1998-99,Newcastle,Wimbledon,3,1,H
1998-99,Nott'm Forest,Aston Villa,2,2,D
1998-99,Southampton,Derby,0,1,A
1998-99,West Ham,Tottenham,2,1,H
1998-99,Arsenal,Middlesbrough,1,1,D
1998-99,Liverpool,Blackburn,2,0,H
1998-99,Man United,Leeds,3,2,H
1998-99,Aston Villa,Man United,1,1,D
1998-99,Blackburn,Charlton,1,0,H
1998-99,Derby,Arsenal,0,0,D
1998-99,Everton,Chelsea,0,0,D
1998-99,Leeds,West Ham,4,0,H
1998-99,Leicester,Southampton,2,0,H
1998-99,Tottenham,Liverpool,2,1,H
1998-99,Wimbledon,Coventry,2,1,H
1998-99,Middlesbrough,Newcastle,2,2,D
1998-99,Sheffield Weds,Nott'm Forest,3,2,H
1998-99,Chelsea,Aston Villa,2,1,H
1998-99,Blackburn,Newcastle,0,0,D
1998-99,Derby,Chelsea,2,2,D
1998-99,Everton,Southampton,1,0,H
1998-99,Leicester,Nott'm Forest,3,1,H
1998-99,Middlesbrough,West Ham,1,0,H
1998-99,Sheffield Weds,Charlton,3,0,H
1998-99,Tottenham,Man United,2,2,D
1998-99,Aston Villa,Arsenal,3,2,H
1998-99,Wimbledon,Liverpool,1,0,H
1998-99,Leeds,Coventry,2,0,H
1998-99,Man United,Chelsea,1,1,D
1998-99,Chelsea,Tottenham,2,0,H
1998-99,Coventry,Derby,1,1,D
1998-99,Liverpool,Sheffield Weds,2,0,H
1998-99,Man United,Middlesbrough,2,3,A
1998-99,Newcastle,Leicester,1,0,H
1998-99,Nott'm Forest,Blackburn,2,2,D
1998-99,Southampton,Wimbledon,3,1,H
1998-99,West Ham,Everton,2,1,H
1998-99,Arsenal,Leeds,3,1,H
1998-99,Charlton,Aston Villa,0,1,A
1998-99,Arsenal,West Ham,1,0,H
1998-99,Blackburn,Aston Villa,2,1,H
1998-99,Coventry,Tottenham,1,1,D
1998-99,Everton,Derby,0,0,D
1998-99,Man United,Nott'm Forest,3,0,H
1998-99,Middlesbrough,Liverpool,1,3,A
1998-99,Newcastle,Leeds,0,3,A
1998-99,Sheffield Weds,Leicester,0,1,A
1998-99,Southampton,Chelsea,0,2,A
1998-99,Wimbledon,Charlton,2,1,H
1998-99,Aston Villa,Sheffield Weds,2,1,H
1998-99,Charlton,Arsenal,0,1,A
1998-99,Derby,Middlesbrough,2,1,H
1998-99,Leicester,Blackburn,1,1,D
1998-99,Liverpool,Newcastle,4,2,H
1998-99,Nott'm Forest,Southampton,1,1,D
1998-99,Tottenham,Everton,4,1,H
1998-99,West Ham,Coventry,2,0,H
1998-99,Chelsea,Man United,0,0,D
1998-99,Leeds,Wimbledon,2,2,D
1998-99,Arsenal,Liverpool,0,0,D
1998-99,Blackburn,Leeds,1,0,H
1998-99,Coventry,Nott'm Forest,4,0,H
1998-99,Everton,Leicester,0,0,D
1998-99,Middlesbrough,Aston Villa,0,0,D
1998-99,Newcastle,Chelsea,0,1,A
1998-99,Sheffield Weds,Tottenham,0,0,D
1998-99,Southampton,Charlton,3,1,H
1998-99,Wimbledon,Derby,2,1,H
1998-99,Man United,West Ham,4,1,H
1998-99,Chelsea,Coventry,2,1,H
1998-99,Derby,Blackburn,1,0,H
1998-99,Leeds,Middlesbrough,2,0,H
1998-99,Leicester,Man United,2,6,A
1998-99,Liverpool,Southampton,7,1,H
1998-99,Nott'm Forest,Arsenal,0,1,A
1998-99,Tottenham,Wimbledon,0,0,D
1998-99,West Ham,Sheffield Weds,0,4,A
1998-99,Charlton,Newcastle,2,2,D
1998-99,Aston Villa,Everton,3,0,H
1998-99,Blackburn,Tottenham,1,1,D
1998-99,Coventry,Liverpool,2,1,H
1998-99,Everton,Nott'm Forest,0,1,A
1998-99,Middlesbrough,Leicester,0,0,D
1998-99,Newcastle,Aston Villa,2,1,H
1998-99,Sheffield Weds,Derby,0,1,A
1998-99,Southampton,Leeds,3,0,H
1998-99,Wimbledon,West Ham,0,0,D
1998-99,Arsenal,Chelsea,1,0,H
1998-99,Charlton,Man United,0,1,A
1998-99,Man United,Derby,1,0,H
1998-99,Aston Villa,Blackburn,1,3,A
1998-99,Chelsea,Southampton,1,0,H
1998-99,Leeds,Newcastle,0,1,A
1998-99,Leicester,Sheffield Weds,0,2,A
1998-99,Liverpool,Middlesbrough,3,1,H
1998-99,Nott'm Forest,Man United,1,8,A
1998-99,Tottenham,Coventry,0,0,D
1998-99,West Ham,Arsenal,0,4,A
1998-99,Derby,Everton,2,1,H
1998-99,Charlton,Wimbledon,2,0,H
1998-99,Charlton,Liverpool,1,0,H
1998-99,West Ham,Nott'm Forest,2,1,H
1998-99,Aston Villa,Leeds,1,2,A
1998-99,Chelsea,Blackburn,1,1,D
1998-99,Everton,Middlesbrough,5,0,H
1998-99,Man United,Arsenal,1,1,D
1998-99,Newcastle,Coventry,4,1,H
1998-99,Arsenal,Leicester,5,0,H
1998-99,Blackburn,Sheffield Weds,1,4,A
1998-99,Coventry,Man United,0,1,A
1998-99,Derby,Charlton,0,2,A
1998-99,Leeds,Everton,1,0,H
1998-99,Liverpool,West Ham,2,2,D
1998-99,Middlesbrough,Tottenham,0,0,D
1998-99,Nott'm Forest,Chelsea,1,3,A
1998-99,Southampton,Newcastle,2,1,H
1998-99,Wimbledon,Aston Villa,0,0,D
1998-99,Aston Villa,Coventry,1,4,A
1998-99,Charlton,Nott'm Forest,0,0,D
1998-99,Chelsea,Liverpool,2,1,H
1998-99,Everton,Wimbledon,1,1,D
1998-99,Man United,Southampton,2,1,H
1998-99,Sheffield Weds,Middlesbrough,3,1,H
1998-99,Tottenham,Derby,1,1,D
1998-99,West Ham,Blackburn,2,0,H
1998-99,Newcastle,Arsenal,1,1,D
1998-99,Leicester,Leeds,1,2,A
1998-99,Tottenham,Southampton,3,0,H
1998-99,Sheffield Weds,Wimbledon,1,2,A
1998-99,Coventry,Charlton,2,1,H
1998-99,Southampton,West Ham,1,0,H
1998-99,Wimbledon,Leicester,0,1,A
1998-99,Arsenal,Sheffield Weds,3,0,H
1998-99,Blackburn,Everton,1,2,A
1998-99,Derby,Aston Villa,2,1,H
1998-99,Leeds,Tottenham,2,0,H
1998-99,Nott'm Forest,Newcastle,1,2,A
1998-99,Chelsea,West Ham,0,1,A
1998-99,Coventry,Blackburn,1,1,D
1998-99,Derby,Liverpool,3,2,H
1998-99,Everton,Arsenal,0,2,A
1998-99,Leicester,Charlton,1,1,D
1998-99,Newcastle,Man United,1,2,A
1998-99,Sheffield Weds,Leeds,0,2,A
1998-99,Tottenham,Aston Villa,1,0,H
1998-99,Wimbledon,Nott'm Forest,1,3,A
1998-99,Middlesbrough,Southampton,3,0,H
1998-99,Arsenal,Coventry,2,0,H
1998-99,Blackburn,Wimbledon,3,1,H
1998-99,Leeds,Derby,4,1,H
1998-99,Nott'm Forest,Middlesbrough,1,2,A
1998-99,Southampton,Sheffield Weds,1,0,H
1998-99,West Ham,Newcastle,2,0,H
1998-99,Aston Villa,Chelsea,0,3,A
1998-99,Man United,Everton,3,1,H
1998-99,Aston Villa,West Ham,0,0,D
1998-99,Blackburn,Middlesbrough,0,0,D
1998-99,Charlton,Chelsea,0,1,A
1998-99,Derby,Newcastle,3,4,A
1998-99,Leeds,Nott'm Forest,3,1,H
1998-99,Liverpool,Everton,3,2,H
1998-99,Sheffield Weds,Coventry,1,2,A
1998-99,Southampton,Arsenal,0,0,D
1998-99,Tottenham,Leicester,0,2,A
1998-99,Wimbledon,Man United,1,1,D
1998-99,Coventry,Southampton,1,0,H
1998-99,Everton,Sheffield Weds,1,2,A
1998-99,Middlesbrough,Wimbledon,3,1,H
1998-99,Newcastle,Tottenham,1,1,D
1998-99,Nott'm Forest,Liverpool,2,2,D
1998-99,West Ham,Charlton,0,1,A
1998-99,Arsenal,Blackburn,1,0,H
1998-99,Leicester,Aston Villa,2,2,D
1998-99,Aston Villa,Southampton,3,0,H
1998-99,Derby,Nott'm Forest,1,0,H
1998-99,Leicester,West Ham,0,0,D
1998-99,Middlesbrough,Charlton,2,0,H
1998-99,Everton,Coventry,2,0,H
1998-99,Wimbledon,Chelsea,1,2,A
1998-99,Leeds,Liverpool,0,0,D
1998-99,Middlesbrough,Chelsea,0,0,D
1998-99,Charlton,Leeds,1,1,D
1998-99,Coventry,Middlesbrough,1,2,A
1998-99,Liverpool,Aston Villa,0,1,A
1998-99,Man United,Sheffield Weds,3,0,H
1998-99,Newcastle,Everton,1,3,A
1998-99,Nott'm Forest,Tottenham,0,1,A
1998-99,Southampton,Blackburn,3,3,D
1998-99,West Ham,Derby,5,1,H
1998-99,Chelsea,Leicester,2,2,D
1998-99,Arsenal,Wimbledon,5,1,H
1998-99,Charlton,Tottenham,1,4,A
1998-99,Liverpool,Leicester,0,1,A
1998-99,Sheffield Weds,Newcastle,1,1,D
1998-99,Aston Villa,Nott'm Forest,2,0,H
1998-99,Blackburn,Liverpool,1,3,A
1998-99,Derby,Southampton,0,0,D
1998-99,Everton,Charlton,4,1,H
1998-99,Leicester,Coventry,1,0,H
1998-99,Middlesbrough,Arsenal,1,6,A
1998-99,Tottenham,West Ham,1,2,A
1998-99,Wimbledon,Newcastle,1,1,D
1998-99,Leeds,Man United,1,1,D
1998-99,Sheffield Weds,Chelsea,0,0,D
1998-99,Charlton,Blackburn,0,0,D
1998-99,Chelsea,Everton,3,1,H
1998-99,Coventry,Wimbledon,2,1,H
1998-99,Liverpool,Tottenham,3,2,H
1998-99,Man United,Aston Villa,2,1,H
1998-99,Newcastle,Middlesbrough,1,1,D
1998-99,Nott'm Forest,Sheffield Weds,2,0,H
1998-99,Southampton,Leicester,2,1,H
1998-99,West Ham,Leeds,1,5,A
1998-99,Arsenal,Derby,1,0,H
1998-99,Chelsea,Leeds,1,0,H
1998-99,Leicester,Derby,1,2,A
1998-99,Liverpool,Man United,2,2,D
1998-99,Tottenham,Arsenal,1,3,A
1998-99,Aston Villa,Charlton,3,4,A
1998-99,Blackburn,Nott'm Forest,1,2,A
1998-99,Derby,Coventry,0,0,D
1998-99,Everton,West Ham,6,0,H
1998-99,Leicester,Newcastle,2,0,H
1998-99,Sheffield Weds,Liverpool,1,0,H
1998-99,Wimbledon,Southampton,0,2,A
1998-99,Middlesbrough,Man United,0,1,A
1998-99,Tottenham,Chelsea,2,2,D
1998-99,Leeds,Arsenal,1,0,H
1998-99,Blackburn,Man United,0,0,D
1998-99,Arsenal,Aston Villa,1,0,H
1998-99,Charlton,Sheffield Weds,0,1,A
1998-99,Chelsea,Derby,2,1,H
1998-99,Coventry,Leeds,2,2,D
1998-99,Liverpool,Wimbledon,3,0,H
1998-99,Man United,Tottenham,2,1,H
1998-99,Newcastle,Blackburn,1,1,D
1998-99,Nott'm Forest,Leicester,1,0,H
1998-99,Southampton,Everton,2,0,H
1998-99,West Ham,Middlesbrough,4,0,H
1999-00,Arsenal,Leicester,2,1,H
1999-00,Chelsea,Sunderland,4,0,H
1999-00,Coventry,Southampton,0,1,A
1999-00,Leeds,Derby,0,0,D
1999-00,Middlesbrough,Bradford,0,1,A
1999-00,Newcastle,Aston Villa,0,1,A
1999-00,Sheffield Weds,Liverpool,1,2,A
1999-00,Watford,Wimbledon,2,3,A
1999-00,West Ham,Tottenham,1,0,H
1999-00,Everton,Man United,1,1,D
1999-00,Tottenham,Newcastle,3,1,H
1999-00,Derby,Arsenal,1,2,A
1999-00,Sunderland,Watford,2,0,H
1999-00,Wimbledon,Middlesbrough,2,3,A
1999-00,Aston Villa,Everton,3,0,H
1999-00,Leicester,Coventry,1,0,H
1999-00,Man United,Sheffield Weds,4,0,H
1999-00,Southampton,Leeds,0,3,A
1999-00,Bradford,Sheffield Weds,1,1,D
1999-00,Derby,Middlesbrough,1,3,A
1999-00,Leicester,Chelsea,2,2,D
1999-00,Liverpool,Watford,0,1,A
1999-00,Man United,Leeds,2,0,H
1999-00,Sunderland,Arsenal,0,0,D
1999-00,Tottenham,Everton,3,2,H
1999-00,Wimbledon,Coventry,1,1,D
1999-00,Southampton,Newcastle,4,2,H
1999-00,Aston Villa,West Ham,2,2,D
1999-00,Chelsea,Aston Villa,1,0,H
1999-00,Coventry,Derby,2,0,H
1999-00,Everton,Southampton,4,1,H
1999-00,Leeds,Sunderland,2,1,H
1999-00,Middlesbrough,Liverpool,1,0,H
1999-00,Newcastle,Wimbledon,3,3,D
1999-00,Sheffield Weds,Tottenham,1,2,A
1999-00,Watford,Bradford,1,0,H
1999-00,West Ham,Leicester,2,1,H
1999-00,Arsenal,Man United,1,2,A
1999-00,Leeds,Liverpool,1,2,A
1999-00,Middlesbrough,Leicester,0,3,A
1999-00,Watford,Aston Villa,0,1,A
1999-00,Arsenal,Bradford,2,0,H
1999-00,Coventry,Man United,1,2,A
1999-00,Everton,Wimbledon,4,0,H
1999-00,Newcastle,Sunderland,1,2,A
1999-00,Sheffield Weds,Derby,0,2,A
1999-00,Aston Villa,Middlesbrough,1,0,H
1999-00,Bradford,West Ham,0,3,A
1999-00,Derby,Everton,1,0,H
1999-00,Liverpool,Arsenal,2,0,H
1999-00,Southampton,Sheffield Weds,2,0,H
1999-00,Tottenham,Leeds,1,2,A
1999-00,Wimbledon,Chelsea,0,1,A
1999-00,Sunderland,Coventry,1,1,D
1999-00,Leicester,Watford,1,0,H
1999-00,Man United,Newcastle,5,1,H
1999-00,Arsenal,Aston Villa,3,1,H
1999-00,Chelsea,Newcastle,1,0,H
1999-00,Coventry,Leeds,3,4,A
1999-00,Liverpool,Man United,2,3,A
1999-00,Middlesbrough,Southampton,3,2,H
1999-00,Sheffield Weds,Everton,0,2,A
1999-00,Sunderland,Leicester,2,0,H
1999-00,West Ham,Watford,1,0,H
1999-00,Wimbledon,Derby,2,2,D
1999-00,Bradford,Tottenham,1,1,D
1999-00,Aston Villa,Bradford,1,0,H
1999-00,Derby,Sunderland,0,5,A
1999-00,Leicester,Liverpool,2,2,D
1999-00,Man United,Wimbledon,1,1,D
1999-00,Southampton,Arsenal,0,1,A
1999-00,Watford,Chelsea,1,0,H
1999-00,Everton,West Ham,1,0,H
1999-00,Leeds,Middlesbrough,2,0,H
1999-00,Newcastle,Sheffield Weds,8,0,H
1999-00,Tottenham,Coventry,3,2,H
1999-00,Arsenal,Watford,1,0,H
1999-00,Coventry,West Ham,1,0,H
1999-00,Derby,Bradford,0,1,A
1999-00,Leeds,Newcastle,3,2,H
1999-00,Leicester,Aston Villa,3,1,H
1999-00,Man United,Southampton,3,3,D
1999-00,Middlesbrough,Chelsea,0,1,A
1999-00,Sunderland,Sheffield Weds,1,0,H
1999-00,Wimbledon,Tottenham,1,1,D
1999-00,Liverpool,Everton,0,1,A
1999-00,Aston Villa,Liverpool,0,0,D
1999-00,Bradford,Sunderland,0,4,A
1999-00,Everton,Coventry,1,1,D
1999-00,Sheffield Weds,Wimbledon,5,1,H
1999-00,Chelsea,Man United,5,0,H
1999-00,Newcastle,Middlesbrough,2,1,H
1999-00,Tottenham,Leicester,2,3,A
1999-00,Watford,Leeds,1,2,A
1999-00,West Ham,Arsenal,2,1,H
1999-00,Southampton,Derby,3,3,D
1999-00,Arsenal,Everton,4,1,H
1999-00,Coventry,Newcastle,4,1,H
1999-00,Derby,Tottenham,0,1,A
1999-00,Leeds,Sheffield Weds,2,0,H
1999-00,Leicester,Southampton,2,1,H
1999-00,Liverpool,Chelsea,1,0,H
1999-00,Man United,Watford,4,1,H
1999-00,Wimbledon,Bradford,3,2,H
1999-00,Middlesbrough,West Ham,2,0,H
1999-00,Sunderland,Aston Villa,2,1,H
1999-00,Aston Villa,Wimbledon,1,1,D
1999-00,Bradford,Leicester,3,1,H
1999-00,Chelsea,Arsenal,2,3,A
1999-00,Sheffield Weds,Coventry,0,0,D
1999-00,Southampton,Liverpool,1,1,D
1999-00,Tottenham,Man United,3,1,H
1999-00,Everton,Leeds,4,4,D
1999-00,Watford,Middlesbrough,1,3,A
1999-00,West Ham,Sunderland,1,1,D
1999-00,Newcastle,Derby,2,0,H
1999-00,Liverpool,West Ham,1,0,H
1999-00,Arsenal,Newcastle,0,0,D
1999-00,Derby,Chelsea,3,1,H
1999-00,Leeds,West Ham,1,0,H
1999-00,Leicester,Sheffield Weds,3,0,H
1999-00,Man United,Aston Villa,3,0,H
1999-00,Middlesbrough,Everton,2,1,H
1999-00,Wimbledon,Southampton,1,1,D
1999-00,Coventry,Watford,4,0,H
1999-00,Sunderland,Tottenham,2,1,H
1999-00,Liverpool,Bradford,3,1,H
1999-00,Aston Villa,Southampton,0,1,A
1999-00,Bradford,Coventry,1,1,D
1999-00,Liverpool,Derby,2,0,H
1999-00,Man United,Leicester,2,0,H
1999-00,Middlesbrough,Sunderland,1,1,D
1999-00,Sheffield Weds,Watford,2,2,D
1999-00,Chelsea,West Ham,0,0,D
1999-00,Newcastle,Everton,1,1,D
1999-00,Tottenham,Arsenal,2,1,H
1999-00,Wimbledon,Leeds,2,0,H
1999-00,Arsenal,Middlesbrough,5,1,H
1999-00,Derby,Man United,1,2,A
1999-00,Everton,Chelsea,1,1,D
1999-00,Leeds,Bradford,2,1,H
1999-00,Leicester,Wimbledon,2,1,H
1999-00,Southampton,Tottenham,0,1,A
1999-00,Sunderland,Liverpool,0,2,A
1999-00,Watford,Newcastle,1,1,D
1999-00,West Ham,Sheffield Weds,4,3,H
1999-00,Coventry,Aston Villa,2,1,H
1999-00,Coventry,Leicester,0,1,A
1999-00,Everton,Aston Villa,0,0,D
1999-00,Middlesbrough,Wimbledon,0,0,D
1999-00,Watford,Sunderland,2,3,A
1999-00,West Ham,Liverpool,1,0,H
1999-00,Arsenal,Derby,2,1,H
1999-00,Chelsea,Bradford,1,0,H
1999-00,Leeds,Southampton,1,0,H
1999-00,Newcastle,Tottenham,2,1,H
1999-00,Aston Villa,Newcastle,0,1,A
1999-00,Bradford,Middlesbrough,1,1,D
1999-00,Leicester,Arsenal,0,3,A
1999-00,Man United,Everton,5,1,H
1999-00,Southampton,Coventry,0,0,D
1999-00,Sunderland,Chelsea,4,1,H
1999-00,Wimbledon,Watford,5,0,H
1999-00,Derby,Leeds,0,1,A
1999-00,Liverpool,Sheffield Weds,4,1,H
1999-00,Tottenham,West Ham,0,0,D
1999-00,Arsenal,Wimbledon,1,1,D
1999-00,Aston Villa,Sheffield Weds,2,1,H
1999-00,Bradford,Newcastle,2,0,H
1999-00,Leicester,Derby,0,1,A
1999-00,Liverpool,Coventry,2,0,H
1999-00,Middlesbrough,Tottenham,2,1,H
1999-00,Sunderland,Southampton,2,0,H
1999-00,Watford,Everton,1,3,A
1999-00,West Ham,Man United,2,4,A
1999-00,Chelsea,Leeds,0,2,A
1999-00,Coventry,Arsenal,3,2,H
1999-00,Derby,Aston Villa,0,2,A
1999-00,Everton,Sunderland,5,0,H
1999-00,Leeds,Leicester,2,1,H
1999-00,Man United,Bradford,4,0,H
1999-00,Newcastle,Liverpool,2,2,D
1999-00,Sheffield Weds,Middlesbrough,1,0,H
1999-00,Southampton,Chelsea,1,2,A
1999-00,Tottenham,Watford,4,0,H
1999-00,Wimbledon,West Ham,2,2,D
1999-00,Arsenal,Leeds,2,0,H
1999-00,Bradford,Everton,0,0,D
1999-00,Leicester,Newcastle,1,2,A
1999-00,Liverpool,Wimbledon,3,1,H
1999-00,Sunderland,Man United,2,2,D
1999-00,Watford,Southampton,3,2,H
1999-00,West Ham,Derby,1,1,D
1999-00,Aston Villa,Tottenham,1,1,D
1999-00,Chelsea,Sheffield Weds,3,0,H
1999-00,Derby,Watford,2,0,H
1999-00,Everton,Leicester,2,2,D
1999-00,Leeds,Aston Villa,1,2,A
1999-00,Newcastle,West Ham,2,2,D
1999-00,Sheffield Weds,Arsenal,1,1,D
1999-00,Southampton,Bradford,1,0,H
